Ticker,Company Name,Exchange,Market Cap ($M),Cash ($M),Qtrly Burn ($M),52W High ($),52W Low ($),Share Price ($),Shares Out (M),Country,Website,Description,Is_ADR,Therapy Area,Sub_Indication,Modality,Lead_Asset,Dev_Stage,Next_Catalyst,Catalyst_Type,Partners,Trial_Count
KLRS,"Kalaris Therapeutics, Inc.",NGM,162.1,77.0,11.9,12.9,2.14,8.67,18.7,United States,https://kalaristx.com,"Kalaris Therapeutics, Inc., a clinical-stage ophthalmology biotech company, engages in developing therapies for the treatment of neovascular retinal diseases. Kalaris Therapeutics, Inc. was formerly known as Theia Therapeutics, Inc. and changed its name to Kalaris Therapeutics, Inc. in May 2024. The",False,,,,,,,,,0
KPTI,Karyopharm Therapeutics Inc.,NASDAQ,144.0,63.7,8.8,10.99,3.51,7.85,18.3,United States,https://www.karyopharm.com,"Karyopharm Therapeutics Inc., a commercial-stage pharmaceutical company, discovers, develops, and commercializes drugs directed against nuclear export for the treatment of cancer and other diseases in the United States. The company discovers, develops, and commercializes novel and small molecule Sel",False,Other,Myelofibrosis,Small Molecule,Selinexor,Phase 3,,,,50
KRYS,"Krystal Biotech, Inc.",NASDAQ,7228.0,827.8,0.0,298.3,122.8,247.26,29.2,United States,https://www.krystalbio.com,"Krystal Biotech, Inc., a commercial-stage biotechnology company, discovers, develops, manufactures, and commercializes genetic medicines to treat diseases with high unmet medical needs in the United States. The company commercializes VYJUVEK (beremagene geperpavec-svdt, or B-VEC) for the treatment o",False,Other,Dystrophic Epidermolysis Bullosa; DEB - Dystrophic Epidermol,Monoclonal Ab (mAb),KB803,Phase 3,,,,13
KYMR,"Kymera Therapeutics, Inc.",NGM,6452.2,848.3,46.9,103.0,19.45,79.03,81.6,United States,https://www.kymeratx.com,"Kymera Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on discovering and developing small molecule therapeutics that selectively degrade disease-causing proteins by harnessing the body's own natural protein degradation system. It engages in developing KT-621, an oral STAT6 d",False,Immunology,Atopic Dermatitis,Small Molecule,KT-621,Phase 2,,,,10
KYTX,"Kyverna Therapeutics, Inc.",NASDAQ,533.5,171.1,37.6,13.67,1.78,8.95,59.6,United States,https://kyvernatx.com,"Kyverna Therapeutics, Inc., a clinical-stage biopharmaceutical company, focuses on developing cell therapies for patients with autoimmune diseases. Its lead product candidate is KYV-101, an autologous CD19 CAR T-cell product candidate for the treatment of stiff person syndrome, myasthenia gravis, an",False,,,,,,,,,0
LCTX,"Lineage Cell Therapeutics, Inc.",NYSE American,370.8,55.8,4.6,2.09,0.37,1.61,230.3,United States,https://www.lineagecell.com,"Lineage Cell Therapeutics, Inc., a clinical-stage biotechnology company, developing cell replacement therapies to treat serious medical conditions in the United States and internationally. The company develops OpRegen, an allogeneic retinal pigment epithelium cell replacement therapy, which is in Ph",False,Other,Cervical Spinal Cord Injury; Spine Injury; Spinal Cord Traum,Monoclonal Ab (mAb),AST-OPC1,Phase 2,,,,5
LEGN,Legend Biotech Corporation,NASDAQ,3462.9,948.6,25.1,45.3,16.24,18.75,184.7,United States,https://legendbiotech.com,"Legend Biotech Corporation, through its subsidiaries, operates as a biopharmaceutical company that discovers, develops, manufactures, and commercializes novel cell therapies for oncology and other indications in the United States, China, and Europe. Its lead product candidate is ciltacabtagene autol",False,,,,,,,,,0
LENZ,"LENZ Therapeutics, Inc.",NASDAQ,380.2,202.2,10.0,50.4,11.21,12.15,31.3,United States,https://www.lenz-tx.com,"LENZ Therapeutics, Inc. operates as a biopharmaceutical company that focuses on the development and commercialization of therapies to improve vision in the United States. Its product candidates include LNZ100 and LNZ101 which are in Phase III clinical trials for the treatment of presbyopia. LENZ The",False,Other,Presbyopia; Near Vision; Miosis,Small Molecule,Aceclidine+Brimonidine combination ophthalmic solution,Phase 3,,,,10
LGND,Ligand Pharmaceuticals Incorporated,NGM,4046.3,733.5,0.0,227.92,93.58,202.91,19.9,United States,https://www.ligand.com,"Ligand Pharmaceuticals Incorporated, a biopharmaceutical company, develops and licenses biopharmaceutical assets worldwide. It offers Pradefovir, Posaconazole, Voriconazole, CAPVAXIVE, NOXAFIL, MenFive, and ZELSUVMI for infectious disease; EVOMELA and KYPROLIS for multiple myeloma; FILSPARI for the ",False,,,,,,,,,0
LNTH,"Lantheus Holdings, Inc.",NGM,5271.1,359.1,0.0,108.91,47.25,79.49,64.6,United States,https://www.lantheus.com,"Lantheus Holdings, Inc. develops, manufactures, and commercializes diagnostic and therapeutic products that assist clinicians in diagnosis and treatment of heart, cancer, and other diseases worldwide. The company offers DEFINITY, an injectable ultrasound enhancing agent used in echocardiography exam",False,,,,,,,,,0
LQDA,Liquidia Corporation,NASDAQ,3189.3,190.7,24.6,46.67,11.26,36.66,87.0,United States,https://www.liquidia.com,"Liquidia Corporation, a biopharmaceutical company, develops, manufactures, and commercializes various products for rare cardiopulmonary diseases in the United States. The company's lead product candidates include YUTREPIA, an inhaled dry powder formulation of treprostinil for the treatment of pulmon",False,,,,,,,,,0
LRMR,"Larimar Therapeutics, Inc.",NGM,476.0,175.4,24.1,6.42,1.61,4.59,103.6,United States,https://larimartx.com,"Larimar Therapeutics, Inc., a clinical-stage biotechnology company, focuses on developing treatments for rare diseases using its novel cell penetrating peptide technology platform. Its lead product candidate is CTI-1601, which is in Phase 2 OLE clinical trial for the treatment of Friedreich's ataxia",False,Other,Friedreich Ataxia,Monoclonal Ab (mAb),CTI-1601,Phase 2,,,,6
LSCC,Lattice Semiconductor Corporation,NASDAQ,11732.2,133.9,0.0,108.08,34.69,85.77,136.8,United States,https://www.latticesemi.com,"Lattice Semiconductor Corporation, together with its subsidiaries, develops and sells semiconductor, silicon-based and silicon-enabling, evaluation boards, and development hardware products in Asia, Europe, and the Americas. It offers field programmable gate arrays (FPGA), which are regular arrays o",False,,,,,,,,,0
LUNG,Pulmonx Corporation,NASDAQ,69.3,69.8,6.0,8.12,1.31,1.68,41.2,United States,https://pulmonx.com,"Pulmonx Corporation, a commercial-stage medical technology company that provides a minimally invasive treatment for patients with severe emphysema, a form of chronic obstructive pulmonary disease. It offers Zephyr Endobronchial Valve; and Chartis Pulmonary Assessment System, a balloon catheter and c",False,Other,Heterogeneous Emphysema,,Chartis System,Phase 2,,,,16
LXEO,"Lexeo Therapeutics, Inc.",NGM,486.1,122.8,28.4,10.99,1.45,6.66,73.0,United States,https://www.lexeotx.com,"Lexeo Therapeutics, Inc., a clinical stage genetic medicine company, focuses on hereditary and acquired diseases with high unmet need in the United States. Its product pipeline comprises LX2006, an AAVrh10-based gene therapy candidate, which is in phase 1/2 clinical trial to treat friedreich ataxia ",False,,,,,,,,,0
LYEL,"Lyell Immunopharma, Inc.",NASDAQ,451.4,247.2,31.5,45.0,7.65,21.25,21.2,United States,https://www.lyell.com,"Lyell Immunopharma, Inc., a clinical-stage cell therapy company, develops chimeric antigen receptor (CAR) T-cell product candidates for patients with hematologic malignancies and solid tumors. The company's lead product candidate include rondecabtagene autoleucel, an autologous dual-targeting CD19/C",False,Oncology,"Large B-cell Lymphoma; Lymphoma, B-Cell; Relapsed Non-Hodgki",Monoclonal Ab (mAb),rondecabtagene autoleucel,Phase 3,,,,3
MASS,908 Devices Inc.,NGM,219.7,113.0,5.0,9.34,3.55,6.07,36.2,United States,https://908devices.com,"908 Devices Inc. provides purpose-built handheld mass spectrometry and fourier transform infrared (FTIR) devices for use in vital health and safety applications. The company's products include MX908, a handheld, battery-powered, and Mass Spec device that is designed for rapid analysis of solid, liqu",False,,,,,,,,,0
MAZE,"Maze Therapeutics, Inc.",NGM,2416.1,383.9,27.3,52.86,6.71,50.21,48.1,United States,https://www.mazetx.com,"Maze Therapeutics, Inc., a clinical stage biopharmaceutical company, develops small molecule precision medicines for the treatment of renal, cardiovascular, related metabolic diseases, and obesity in the United States. Its lead programs include MZE829, an oral small molecule inhibitor of apolipoprot",False,,,,,,,,,0
MDGL,"Madrigal Pharmaceuticals, Inc.",NASDAQ,10102.7,983.6,47.4,615.0,265.0,444.83,22.7,United States,https://www.madrigalpharma.com,"Madrigal Pharmaceuticals, Inc., a biopharmaceutical company, focuses on delivering novel therapeutics for metabolic dysfunction-associated steatohepatitis (MASH) in the United States. It offers Rezdiffra, a liver-directed thyroid hormone receptor beta agonist for treating MASH. The company was found",False,Other,Non-Alcoholic Fatty Liver Disease,Small Molecule,Resmetirom,Phase 3,,,,17
MGNX,"MacroGenics, Inc.",NASDAQ,190.7,189.9,20.3,3.54,0.99,3.0,63.6,United States,https://www.macrogenics.com,"MacroGenics, Inc., a clinical-stage biopharmaceutical company, discovers, develops, manufactures, and commercializes antibody-based therapeutics for the treatment of cancer in the United States. The company's product pipeline includes lorigerlimab, a bispecific DART molecule that targets checkpoint ",False,Oncology,Advanced Solid Tumor,Small Molecule,IMGC936,Phase 2,,,,1
MGX,"Metagenomi Therapeutics, Inc.",NASDAQ,54.8,160.8,21.3,3.95,1.23,1.46,37.5,United States,https://metagenomi.co,"Metagenomi Therapeutics, Inc. an in vivo genome editing company, develops curative genetic medicines in the United States. The company's lead development program, MGX-001, is designed to provide curative, life-long protection from bleeding events and joint damage in adults and children with hemophil",False,,,,,,,,,0
MIRM,"Mirum Pharmaceuticals, Inc.",NGM,5470.6,383.3,0.0,109.28,36.88,90.66,60.3,United States,https://www.mirumpharma.com,"Mirum Pharmaceuticals, Inc., a biopharmaceutical company, focuses on the development and commercialization of novel therapies for debilitating rare and orphan diseases. Its lead product candidate is LIVMARLI (maralixibat), an orally administered and minimally absorbed ileal bile acid transporter (IB",False,Other,"Cholestatic Liver Disease (Except ALGS, PFIC, PBC and PSC)",Small Molecule,Maralixibat,Phase 3,,,,33
MIST,Milestone Pharmaceuticals Inc.,NASDAQ,144.8,82.6,11.2,3.06,0.62,1.7,85.2,Canada,https://www.milestonepharma.com,"Milestone Pharmaceuticals Inc., a biopharmaceutical company, focuses on the development and commercialization of cardiovascular medicines in the United States and Canada. The company's lead product candidate is etripamil, a novel and potent calcium channel blocker, which has completed phase III clin",True,Other,"Tachycardia, Supraventricular; Paroxysmal Supraventricular T",Small Molecule,Etripamil NS 70 mg,Phase 3,,,,7
MKSI,MKS Inc.,NASDAQ,14354.2,675.0,0.0,269.91,54.84,213.45,67.2,United States,https://www.mks.com,"MKS Inc. provides foundational technology solutions to semiconductor manufacturing, electronics and packaging, and specialty industrial applications in the United States, China, South Korea, Japan, Taiwan, Singapore, and internationally. The company operates through Vacuum Solutions Division (VSD), ",False,,,,,,,,,0
MMSI,"Merit Medical Systems, Inc.",NASDAQ,4157.3,446.4,0.0,107.27,67.42,69.95,59.4,United States,https://www.merit.com,"Merit Medical Systems, Inc. designs, develops, manufactures, and markets single-use medical products for interventional, diagnostic, and therapeutic procedures in the United States, China, Japan, Germany, France, the United Kingdom, and internationally. It operates through two segments, Cardiovascul",False,Oncology,Malignant Pleural Effusion,,Aspira Catheter,Preclinical,,,,26
MNKD,MannKind Corporation,NGM,853.4,171.3,0.0,6.51,2.52,2.77,308.1,United States,https://mannkindcorp.com,"MannKind Corporation, a biopharmaceutical company, focuses on the provision of various solutions for transforming chronic disease care. It develops and commercializes treatments that address serious unmet medical needs, including diabetes, pulmonary hypertension, and fluid overload in heart failure ",False,Cardiometabolic,Type 2 Diabetes,Small Molecule,Technosphere® Insulin,Phase 3,,,,50
MNPR,Monopar Therapeutics Inc.,NASDAQ,403.4,143.7,1.6,105.0,26.05,60.36,6.7,United States,https://www.monopartx.com,"Monopar Therapeutics Inc., a clinical-stage biopharmaceutical company, engages in developing therapeutics for the treatment of cancer in the United States. The company develops ALXN1840, a late-stage, investigational once-daily and oral medicine; MNPR-101, a proprietary humanized monoclonal antibody",False,,,,,,,,,0
MRNA,"Moderna, Inc.",NASDAQ,20758.0,5799.0,468.2,59.55,22.28,52.56,394.9,United States,https://www.modernatx.com,"Moderna, Inc., a biotechnology company, provides messenger RNA medicines in the United States, Europe, and internationally. The company's respiratory vaccines include spikevax, mNEXSPIKE, mRESVIA, COVID, RSV, seasonal influenza, combination, and pandemic influenza vaccine; latent vaccines comprise c",False,Rare Disease,Cystic Fibrosis,Small Molecule,VX-522 mRNA therapy,Phase 2,,,,1
MSFT,Microsoft Corporation,NASDAQ,2939877.1,89462.0,0.0,555.45,344.79,395.55,7425.6,United States,https://www.microsoft.com,"Microsoft Corporation develops and supports software, services, devices, and solutions worldwide. The Productivity and Business Processes segment offers Microsoft 365 commercial, enterprise mobility + security, windows commercial, power BI, exchange, sharepoint, Microsoft teams, security and complia",False,Other,Telemedicine; 3 Dimensional; Reconstructive Surgery,,,Preclinical,,,,4
MYGN,"Myriad Genetics, Inc.",NASDAQ,435.7,149.6,0.0,10.32,3.76,4.66,93.5,United States,https://www.myriad.com,"Myriad Genetics, Inc., a molecular diagnostics and precision medicine company, develops molecular tests. The company offers molecular diagnostic tests for oncology, women's health, and pharmacogenomics. It also provides MyRisk Hereditary Cancer test, a DNA sequencing test for hereditary cancers; BRA",False,Oncology,Ovarian Cancer; Fallopian Tube Cancer; Peritoneal Cancer,Small Molecule,Rucaparib,Phase 3,,,,17
NAMS,NewAmsterdam Pharma Company N.V.,NGM,3290.6,636.2,36.8,42.0,14.06,28.62,115.0,Netherlands,https://www.newamsterdampharma.com,"NewAmsterdam Pharma Company N.V., a late-stage biopharmaceutical company, develops therapies to enhance patient care in populations with cardiometabolic disease. It is developing Obicetrapib, an oral low-dose cholesteryl ester transfer protein (CETP) inhibitor, that is in various clinical trials as ",True,,,,,,,,,0
NBIX,"Neurocrine Biosciences, Inc.",NASDAQ,13025.2,1480.4,0.0,160.18,84.23,129.78,100.4,United States,https://www.neurocrine.com,"Neurocrine Biosciences, Inc. discovers, develops, and commercialize pharmaceuticals for neurological, psychiatric, endocrine, and immunological disorders in the United States and internationally. The company's products include INGREZZA for tardive dyskinesia and chorea associated with Huntington's d",False,CNS,Parkinson's Disease,Monoclonal Ab (mAb),VY-AADC01,Phase 1,,,,1
NBTX,Nanobiotix S.A.,NASDAQ,1600.2,28.8,7.8,41.89,2.99,33.07,48.4,France,https://www.nanobiotix.com,"Nanobiotix S.A. operates as a clinical-stage biotechnology that focuses on developing product candidates for the treatment of cancer and other unmet medical needs. Its lead product candidate is NBTXR3, a sterile aqueous suspension of crystalline hafnium oxide nanoparticles used for the treatment of ",True,,,,,,,,,0
NEOG,Neogen Corporation,NASDAQ,1977.3,145.3,0.0,11.43,3.87,9.09,217.5,United States,https://www.neogen.com,"Neogen Corporation develops, manufactures, and markets various products and services for food and animal safety in the United States and internationally. It operates through two segments, Food Safety and Animal Safety. The Food Safety segment offers diagnostic test kits and complementary products to",False,,,,,,,,,0
NKTR,Nektar Therapeutics,NASDAQ,2049.5,245.8,47.2,77.0,6.45,73.25,28.0,United States,https://www.nektar.com,"Nektar Therapeutics, a biopharmaceutical company, focuses on discovering and developing therapies that selectively modulate the immune system to treat autoimmune disorders in the United States and internationally. It develops NKTR-358, a regulatory T (Treg) cell stimulator designed to address the im",False,Cardiometabolic,"Diabetes Mellitus, Type 2",Small Molecule,Inhaled Human Insulin,Phase 3,,,,46
NKTX,"Nkarta, Inc.",NASDAQ,160.5,282.3,18.7,2.81,1.31,2.26,71.0,United States,https://www.nkartatx.com,"Nkarta, Inc., a clinical-stage biopharmaceutical company, develops and commercializes natural killer cell therapies for cancer and autoimmune disease treatment. The company's lead product candidate is NKX019, a chimeric antigen receptor-natural killer (CAR NK) targeting the CD19 antigen, which is in",False,Other,Systemic Sclerosis; Idiopathic Inflammatory Myopathies; Anti,Small Molecule,NKX019,Phase 2,,,,4
NMRA,"Neumora Therapeutics, Inc.",NASDAQ,509.8,171.5,49.5,3.65,0.61,3.0,169.9,United States,https://www.neumoratx.com,"Neumora Therapeutics, Inc., a clinical-stage biopharmaceutical company, engages in developing therapeutic treatments for brain diseases, neuropsychiatric disorders, and neurodegenerative diseases in the United States. The company develops navacaprant (NMRA-140), a novel once-daily oral kappa opioid ",False,Other,Major Depressive Disorder,Small Molecule,NMRA-335140,Phase 3,,,,7
NNNN,Anbio Biotechnology,NGM,900.2,13.4,0.0,55.65,5.89,20.51,43.9,Germany,https://www.anbio.com,"Anbio Biotechnology provides in vitro diagnostics (IVD) products in the European Union, the Asia Pacific, North America, South America, Africa, and internationally. It offers SARS-CoV-2 antigen rapid and SARS-CoV-2/influenza A/B antigen rapid tests; and lateral flow immunoassay, fluorescence immunoa",True,,,,,,,,,0
NRIX,"Nurix Therapeutics, Inc.",NGM,1546.8,592.9,62.6,22.5,8.18,15.04,102.8,United States,https://www.nurixtx.com,"Nurix Therapeutics, Inc., a clinical stage biopharmaceutical company, focuses on the discovery, development, and commercialization of small molecule and antibody therapies for the treatment of cancer, inflammatory conditions, and other diseases. The company develops NX-5948, an orally bioavailable B",False,Oncology,Chronic Lymphocytic Leukemia (CLL); Small Lymphocytic Lympho,Small Molecule,NX-5948,Phase 2,,,,7
NTLA,"Intellia Therapeutics, Inc.",NGM,1507.4,449.9,73.1,28.25,5.9,12.76,118.1,United States,https://www.intelliatx.com,"Intellia Therapeutics, Inc., a clinical-stage gene editing company, focuses on the development of curative genome editing treatments. The company's in vivo programs include NTLA-2001, which is in Phase 1 clinical trial for the treatment of transthyretin amyloidosis; and NTLA-2002 that is in Phase 1/",False,,,,,,,,,0
NTRA,"Natera, Inc.",NASDAQ,26624.2,1076.1,0.0,256.36,125.38,187.85,141.7,United States,https://www.natera.com,"Natera, Inc., a diagnostics company, engages in the development and commercialization of molecular testing services worldwide. It offers Signatera, a personalized ctDNA blood test for MRD assessment, early recurrence monitoring, and evaluation of treatment response in patients previously diagnosed w",False,Oncology,Colon Adenocarcinoma; Rectal Adenocarcinoma; Gastric Adenoca,Small Molecule,Atezolizumab,Phase 3,,,,46
NUVL,"Nuvalent, Inc.",NASDAQ,7699.0,1372.0,71.9,113.02,55.53,97.93,73.2,United States,https://nuvalent.com,"Nuvalent, Inc., a clinical-stage biopharmaceutical company, engages in the development of therapies for patients with cancer. Its lead product candidates are Zidesamtinib (NVL-520), a novel ROS1-selective inhibitor to address the clinical challenges of emergent treatment resistance, central nervous ",False,Oncology,Non-small Cell Lung Cancer; Anaplastic Lymphoma Kinase-posit,Small Molecule,Neladalkib (NVL-655),Phase 3,,,,4
NVAX,"Novavax, Inc.",NASDAQ,1667.6,735.1,61.2,11.97,5.01,10.23,162.9,United States,https://www.novavax.com,"Novavax, Inc., a biotechnology company, engages in the discovery, development, and commercialization of vaccines to prevent serious infectious diseases in the United States, Europe, and internationally. The company commercializes Nuvaxovid, a COVID-19 vaccine; and R21 Matrix-M adjuvant malaria vacci",False,,,,,,,,,0
OCGN,"Ocugen, Inc.",NASDAQ,813.2,18.6,13.4,2.67,0.52,2.48,327.9,United States,https://www.ocugen.com,"Ocugen, Inc., a biopharmaceutical company, focuses on discovering, developing, and commercializing novel gene and cell therapies, biologic, and vaccines that improve patients' health. The company's pipeline product includes OCU400, a novel gene therapy product candidate restoring retinal integrity a",False,,,,,,,,,0
OKYO,OKYO Pharma Limited,NASDAQ,85.3,4.2,0.8,3.35,1.03,1.66,51.4,United Kingdom,https://okyopharma.com,"OKYO Pharma Limited, a clinical-stage biopharmaceutical company, develops therapeutics for patients suffering from inflammatory eye diseases and ocular pain in the United Kingdom. Its lead clinical product candidate is urcosimod, which is in Phase II clinical trials for the treatment of dry eye dise",True,,,,,,,,,0
OMER,Omeros Corporation,NGM,793.4,36.1,20.2,17.65,2.95,11.19,70.9,United States,https://www.omeros.com,"Omeros Corporation, a clinical-stage biopharmaceutical company, discovers, develops, and commercializes small-molecule and protein therapeutics, and orphan indications targeting immunologic diseases. The company's lead products candidate is the Narsoplimab (OMS721/MASP-2) for the treatment of hemato",False,Other,Knee Injuries,Small Molecule,OMS103HP,Phase 3,,,,20
ORGO,Organogenesis Holdings Inc.,NASDAQ,339.6,95.9,2.6,7.08,2.6,2.64,128.6,United States,https://organogenesis.com,"Organogenesis Holdings Inc., a regenerative medicine company, develops, manufactures, and commercializes products for the advanced wound care, and surgical and sports medicine markets in the United States. Its advanced wound care products include Affinity and Novachor, which are amnion and chorion p",False,,,,,,,,,0
OTLK,"Outlook Therapeutics, Inc.",NASDAQ,32.7,8.7,13.7,3.39,0.38,0.39,83.1,United States,https://outlooktherapeutics.com,"Outlook Therapeutics, Inc., operates as a clinical-stage biopharmaceutical company, focuses on developing and commercializing monoclonal antibodies for ophthalmic indications. Its lead product candidate is ONS-5010, an ophthalmic bevacizumab product formulation of bevacizumab product candidate that ",False,Other,Age-Related Macular Degeneration; Neovascular Age-related Ma,Monoclonal Ab (mAb),bevacizumab,Phase 3,,,,5
OVID,Ovid Therapeutics Inc.,NASDAQ,140.3,25.6,8.8,2.37,0.24,1.97,71.2,United States,https://www.ovidrx.com,"Ovid Therapeutics Inc., a biopharmaceutical company, engages in the development of impactful medicines for patients and families with epilepsies and seizure-related neurological disorders in the United States. The company is developing OV329, a GABA-AT inhibitor which is in Phase 1 clinical trials f",False,,,,,,,,,0
PACB,"Pacific Biosciences of California, Inc.",NASDAQ,401.7,279.5,18.9,2.73,0.85,1.33,302.0,United States,https://www.pacb.com,"Pacific Biosciences of California, Inc. designs, develops, and manufactures sequencing solutions to resolve genetically complex problems. The company provides sequencing systems; consumable products, including single molecule real-time (SMRT) technology; long-read sequencing; and various reagent kit",False,,,,,,,,,0
PAHC,Phibro Animal Health Corporation,NGM,2005.3,74.8,0.0,56.3,16.16,49.47,20.6,United States,https://www.pahc.com,"Phibro Animal Health Corporation operates as an animal health and mineral nutrition company in the United States, Latin America and Canada, Europe, the Middle East, Africa, and the Asia Pacific. It operates through three segments: Animal Health, Mineral Nutrition, and Performance Products. The compa",False,,,,,,,,,0
PBYI,"Puma Biotechnology, Inc.",NASDAQ,300.2,97.5,0.0,7.68,2.58,5.9,50.9,United States,https://www.pumabiotechnology.com,"Puma Biotechnology, Inc., a biopharmaceutical company, focuses on the development and commercialization of products to enhance cancer care in the United States and internationally. It offers NERLYNX, an oral version of neratinib that is used to treat adult patients with early stage HER2-overexpresse",False,Oncology,HER2+ Metastatic Breast Cancer (MBC),Small Molecule,neratinib,Phase 3,,,,49
PCVX,"Vaxcyte, Inc.",NASDAQ,7925.4,1561.0,184.1,76.61,27.66,54.58,143.9,United States,https://vaxcyte.com,"Vaxcyte, Inc., a clinical-stage vaccine innovation company, develops conjugate and novel protein vaccines to prevent or treat bacterial infectious diseases. Its lead vaccine candidate is VAX-24, a 24-valent carrier-sparing investigational pneumococcal conjugate vaccine (PCV) for the prevention of in",False,Other,Pneumococcal Vaccines,Monoclonal Ab (mAb),31 valent pneumococcal conjugate vaccine,Phase 3,,,,8
PDFS,"PDF Solutions, Inc.",NASDAQ,1267.3,42.2,0.0,36.99,15.91,31.77,39.9,United States,https://www.pdf.com,"PDF Solutions, Inc. provides proprietary software, physical intellectual property for integrated circuit designs, electrical measurement hardware tools, proven methodologies, and professional services in the United States, Japan, China, and internationally. The company offers Exensio software, such ",False,,,,,,,,,0
PDSB,PDS Biotechnology Corporation,NASDAQ,34.5,26.2,7.5,1.92,0.6,0.63,54.7,United States,https://www.pdsbiotech.com,"PDS Biotechnology Corporation, a clinical-stage biopharmaceutical company, developing a pipeline of targeted cancer immunotherapies. The company's lead product candidate is Versamune HPV, which is in phase II clinical trial for the treatment of head and neck, cervical, anal, vaginal, vulvar, and pen",False,,,,,,,,,0
PHAT,"Phathom Pharmaceuticals, Inc.",NASDAQ,817.1,130.0,9.6,18.31,2.21,10.37,78.8,United States,https://www.phathompharma.com,"Phathom Pharmaceuticals, Inc., a biopharmaceutical company, focuses on developing and commercializing treatments for gastrointestinal diseases in the United States. It develops VOQUEZNA, which has completed Phase III clinical trials for the treatment of erosive gastroesophageal reflux disease (GERD)",False,Infectious Disease,Helicobacter Pylori Infection,Small Molecule,Vonoprazan,Phase 3,,,,13
PLRX,"Pliant Therapeutics, Inc.",NASDAQ,83.0,241.8,30.8,1.95,1.09,1.35,61.4,United States,https://pliantrx.com,"Pliant Therapeutics, Inc., a biopharmaceutical company, discovers, develops, and commercializes novel therapies for the treatment of fibrosis and related diseases. The company's lead candidate includes bexotegrast, an oral, small-molecule, dual selective inhibitor of avß6 and avß1 integrins, which h",False,Other,Idiopathic Pulmonary Fibrosis,Small Molecule,PLN-74809,Phase 2,,,,5
PLX,"Protalix BioTherapeutics, Inc.",NYSE American,227.6,29.4,4.5,3.19,1.32,2.83,80.4,United States,https://www.protalix.com,"Protalix BioTherapeutics, Inc., a biopharmaceutical company, engages in the development, production, and commercialization of recombinant therapeutic proteins based on the ProCellEx plant cell-based protein expression system. The company offers Elelyso for the treatment of Gaucher disease; and Elfab",False,,,,,,,,,0
PMVP,"PMV Pharmaceuticals, Inc.",NASDAQ,83.0,112.9,19.1,1.88,0.81,1.56,53.2,United States,https://www.pmvpharma.com,"PMV Pharmaceuticals, Inc., a precision oncology company, engages in the discovery and development of small molecule therapies targeting p53 mutations and other p53-related cancers in the United States. It develops rezatapopt, a selective structural corrector of p53 Y220C mutations in Phase 2 clinica",False,Oncology,Advanced Solid Tumor; Advanced Malignant Neoplasm; Metastati,Small Molecule,rezatapopt,Phase 2,,,,7
PRAX,"Praxis Precision Medicines, Inc.",NASDAQ,8186.8,599.3,70.7,356.0,26.7,293.95,27.9,United States,https://praxismedicines.com,"Praxis Precision Medicines, Inc., a clinical-stage biopharmaceutical company, engages in the development of therapies for central nervous system (CNS) disorders characterized by neuronal excitation-inhibition imbalance in the United States. The company's platforms include Cerebrum, a small molecule ",False,,,,,,,,,0
PRLD,Prelude Therapeutics Incorporated,NASDAQ,207.5,103.2,22.6,4.22,0.61,3.3,43.8,United States,https://preludetx.com,"Prelude Therapeutics Incorporated, a clinical-stage precision oncology company, focuses on the discovery and development of novel precision cancer medicines to underserved patients. It is developing JAK2V617F, a driver mutation product for the treatment of myeloproliferative neoplasms, myelofibrosis",False,,,,,,,,,0
PRTS,"CarParts.com, Inc.",NASDAQ,52.1,25.8,16.0,1.36,0.37,0.79,66.0,United States,https://www.carparts.com,"CarParts.com, Inc., together with its subsidiaries, operates as an online retailer of aftermarket auto parts and accessories in the United States and the Philippines. The company offers replacement parts, such as body panels, lighting components, cooling parts, and mirrors; hard parts comprising eng",False,,,,,,,,,0
PRVA,"Privia Health Group, Inc.",NASDAQ,2681.6,479.7,0.0,26.51,18.77,21.68,123.7,United States,https://www.priviahealth.com,"Privia Health Group, Inc. operates as a national physician-enablement company in the United States. The company collaborates with physician practices, health plans, and health systems. It also offers technology and population health tools to enhance providers' workflows; management services organiza",False,,,,,,,,,0
PTCT,"PTC Therapeutics, Inc.",NASDAQ,5338.1,1945.4,50.3,87.5,35.95,64.49,82.8,United States,https://www.ptcbio.com,"PTC Therapeutics, Inc., a biopharmaceutical company, focuses on the discovery, development, and commercialization of medicines to children and adults living with rare disorders in the United States and internationally. The company provides Translarna and Emflaza for the treatment of Duchenne muscula",False,,,,,,,,,0
PTGX,"Protagonist Therapeutics, Inc.",NGM,5893.4,567.4,19.5,98.32,39.6,92.36,63.8,United States,https://www.protagonist-inc.com,"Protagonist Therapeutics, Inc. operates as a discovery and development company in the United States. It develops Icotyde, a first-in-class investigational targeted oral peptide for the treatment of adults and pediatric patients 12 years of age and older with moderate-to-severe plaque psoriasis; and ",False,Other,Polycythemia Vera,Small Molecule,Placebo,Phase 3,,,,13
PTHS,Pelthos Therapeutics Inc.,NYSE American,79.3,14.2,7.9,54.29,9.0,24.5,3.2,United States,https://pelthos.com,"Pelthos Therapeutics Inc., a bio-pharmaceutical company, develops and commercializes therapeutic products to help patients with unmet treatment burdens. The company offers ZELSUVMI for the treatment of molluscum contagiosum in adults and children 1 year of age and older. It also provides NITRICIL, a",False,,,,,,,,,0
